instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,yr_label,weathersit_label
6391,2011-09-28,4,0,9,20,0,3,1,3,0.6,0.5606,0.83,0.2985,11,91,102,winter,2011,Light Snow/Rain
6392,2011-09-28,4,0,9,21,0,3,1,3,0.6,0.5455,0.88,0.2537,7,67,74,winter,2011,Light Snow/Rain
6393,2011-09-28,4,0,9,22,0,3,1,1,0.6,0.5455,0.88,0.0896,19,68,87,winter,2011,Clear
6394,2011-09-28,4,0,9,23,0,3,1,1,0.6,0.5152,0.94,0.1343,12,59,71,winter,2011,Clear
6395,2011-09-29,4,0,9,0,0,4,1,1,0.6,0.5152,0.94,0.194,7,33,40,winter,2011,Clear
6396,2011-09-29,4,0,9,1,0,4,1,2,0.6,0.5,1.0,0.194,3,20,23,winter,2011,Mist/Cloudy
6397,2011-09-29,4,0,9,2,0,4,1,2,0.6,0.5,1.0,0.194,0,2,2,winter,2011,Mist/Cloudy
6398,2011-09-29,4,0,9,3,0,4,1,2,0.6,0.5152,0.94,0.194,0,8,8,winter,2011,Mist/Cloudy
6399,2011-09-29,4,0,9,4,0,4,1,2,0.6,0.5455,0.88,0.194,2,5,7,winter,2011,Mist/Cloudy
6400,2011-09-29,4,0,9,5,0,4,1,2,0.6,0.5455,0.88,0.1045,0,22,22,winter,2011,Mist/Cloudy
6401,2011-09-29,4,0,9,6,0,4,1,2,0.6,0.5455,0.88,0.0896,5,106,111,winter,2011,Mist/Cloudy
6402,2011-09-29,4,0,9,7,0,4,1,1,0.6,0.5455,0.88,0.1343,14,269,283,winter,2011,Clear
6403,2011-09-29,4,0,9,8,0,4,1,1,0.6,0.5606,0.83,0.0,29,402,431,winter,2011,Clear
6404,2011-09-29,4,0,9,9,0,4,1,1,0.62,0.5909,0.78,0.2537,27,198,225,winter,2011,Clear
6405,2011-09-29,4,0,9,10,0,4,1,1,0.64,0.6061,0.65,0.194,24,103,127,winter,2011,Clear
6406,2011-09-29,4,0,9,11,0,4,1,1,0.62,0.6061,0.61,0.194,36,122,158,winter,2011,Clear
6407,2011-09-29,4,0,9,12,0,4,1,1,0.66,0.6212,0.61,0.1642,38,157,195,winter,2011,Clear
6408,2011-09-29,4,0,9,13,0,4,1,1,0.64,0.6212,0.61,0.194,36,175,211,winter,2011,Clear
6409,2011-09-29,4,0,9,14,0,4,1,1,0.68,0.6364,0.51,0.2985,33,134,167,winter,2011,Clear
6410,2011-09-29,4,0,9,15,0,4,1,1,0.68,0.6364,0.45,0.3881,42,185,227,winter,2011,Clear
6411,2011-09-29,4,0,9,16,0,4,1,1,0.68,0.6364,0.41,0.3582,64,227,291,winter,2011,Clear
6412,2011-09-29,4,0,9,17,0,4,1,1,0.66,0.6212,0.47,0.2985,62,527,589,winter,2011,Clear
6413,2011-09-29,4,0,9,18,0,4,1,1,0.64,0.6212,0.41,0.2239,84,500,584,winter,2011,Clear
6414,2011-09-29,4,0,9,19,0,4,1,1,0.62,0.6212,0.5,0.0896,36,348,384,winter,2011,Clear
6415,2011-09-29,4,0,9,20,0,4,1,1,0.6,0.6212,0.53,0.0896,39,234,273,winter,2011,Clear
6416,2011-09-29,4,0,9,21,0,4,1,1,0.58,0.5455,0.56,0.0,30,195,225,winter,2011,Clear
6417,2011-09-29,4,0,9,22,0,4,1,1,0.56,0.5303,0.68,0.0,25,150,175,winter,2011,Clear
6418,2011-09-29,4,0,9,23,0,4,1,1,0.52,0.5,0.77,0.1045,17,64,81,winter,2011,Clear
6419,2011-09-30,4,0,9,0,0,5,1,1,0.52,0.5,0.83,0.1045,7,53,60,winter,2011,Clear
6420,2011-09-30,4,0,9,1,0,5,1,1,0.52,0.5,0.77,0.0896,5,18,23,winter,2011,Clear
6421,2011-09-30,4,0,9,2,0,5,1,1,0.52,0.5,0.83,0.1045,6,9,15,winter,2011,Clear
6422,2011-09-30,4,0,9,3,0,5,1,1,0.52,0.5,0.83,0.1045,0,3,3,winter,2011,Clear
6423,2011-09-30,4,0,9,4,0,5,1,1,0.52,0.5,0.83,0.194,2,6,8,winter,2011,Clear
6424,2011-09-30,4,0,9,5,0,5,1,1,0.52,0.5,0.83,0.194,3,23,26,winter,2011,Clear
6425,2011-09-30,4,0,9,6,0,5,1,1,0.52,0.5,0.83,0.2239,0,98,98,winter,2011,Clear
6426,2011-09-30,4,0,9,7,0,5,1,1,0.52,0.5,0.83,0.2239,14,283,297,winter,2011,Clear
6427,2011-09-30,4,0,9,8,0,5,1,1,0.54,0.5152,0.77,0.1343,31,425,456,winter,2011,Clear
6428,2011-09-30,4,0,9,9,0,5,1,1,0.56,0.5303,0.73,0.194,23,214,237,winter,2011,Clear
6429,2011-09-30,4,0,9,10,0,5,1,1,0.6,0.6061,0.64,0.0,46,122,168,winter,2011,Clear
6430,2011-09-30,4,0,9,11,0,5,1,1,0.64,0.6212,0.57,0.0896,49,168,217,winter,2011,Clear
6431,2011-09-30,4,0,9,12,0,5,1,2,0.64,0.6212,0.57,0.194,59,195,254,winter,2011,Mist/Cloudy
6432,2011-09-30,4,0,9,13,0,5,1,2,0.66,0.6212,0.47,0.3284,72,194,266,winter,2011,Mist/Cloudy
6433,2011-09-30,4,0,9,14,0,5,1,2,0.64,0.6212,0.47,0.2985,93,173,266,winter,2011,Mist/Cloudy
6434,2011-09-30,4,0,9,15,0,5,1,1,0.64,0.6212,0.5,0.2836,52,193,245,winter,2011,Clear
6435,2011-09-30,4,0,9,16,0,5,1,1,0.62,0.6212,0.53,0.2239,62,298,360,winter,2011,Clear
6436,2011-09-30,4,0,9,17,0,5,1,1,0.62,0.6212,0.53,0.194,94,497,591,winter,2011,Clear
6437,2011-09-30,4,0,9,18,0,5,1,1,0.58,0.5455,0.49,0.3582,62,449,511,winter,2011,Clear
6438,2011-09-30,4,0,9,19,0,5,1,1,0.54,0.5152,0.52,0.2836,42,332,374,winter,2011,Clear
6439,2011-09-30,4,0,9,20,0,5,1,1,0.54,0.5152,0.52,0.2836,28,202,230,winter,2011,Clear
6440,2011-09-30,4,0,9,21,0,5,1,1,0.52,0.5,0.55,0.194,27,179,206,winter,2011,Clear
6441,2011-09-30,4,0,9,22,0,5,1,1,0.52,0.5,0.55,0.3284,30,129,159,winter,2011,Clear
6442,2011-09-30,4,0,9,23,0,5,1,1,0.52,0.5,0.55,0.3284,23,109,132,winter,2011,Clear
6443,2011-10-01,4,0,10,0,0,6,0,1,0.5,0.4848,0.63,0.3881,24,106,130,winter,2011,Clear
6444,2011-10-01,4,0,10,1,0,6,0,1,0.48,0.4697,0.67,0.3284,11,47,58,winter,2011,Clear
6445,2011-10-01,4,0,10,2,0,6,0,1,0.46,0.4545,0.63,0.4179,21,46,67,winter,2011,Clear
6446,2011-10-01,4,0,10,3,0,6,0,1,0.46,0.4545,0.59,0.4179,8,17,25,winter,2011,Clear
6447,2011-10-01,4,0,10,4,0,6,0,1,0.44,0.4394,0.58,0.4179,2,6,8,winter,2011,Clear
6448,2011-10-01,4,0,10,5,0,6,0,2,0.44,0.4394,0.62,0.2985,1,4,5,winter,2011,Mist/Cloudy
6449,2011-10-01,4,0,10,6,0,6,0,1,0.42,0.4242,0.67,0.3284,4,15,19,winter,2011,Clear
6450,2011-10-01,4,0,10,7,0,6,0,3,0.42,0.4242,0.67,0.2537,6,30,36,winter,2011,Light Snow/Rain
6451,2011-10-01,4,0,10,8,0,6,0,2,0.4,0.4091,0.76,0.3284,9,58,67,winter,2011,Mist/Cloudy
6452,2011-10-01,4,0,10,9,0,6,0,3,0.4,0.4091,0.82,0.3582,17,112,129,winter,2011,Light Snow/Rain
6453,2011-10-01,4,0,10,10,0,6,0,3,0.4,0.4091,0.76,0.3582,21,100,121,winter,2011,Light Snow/Rain
6454,2011-10-01,4,0,10,11,0,6,0,3,0.38,0.3939,0.82,0.3284,30,102,132,winter,2011,Light Snow/Rain
6455,2011-10-01,4,0,10,12,0,6,0,2,0.4,0.4091,0.82,0.2537,28,130,158,winter,2011,Mist/Cloudy
6456,2011-10-01,4,0,10,13,0,6,0,2,0.4,0.4091,0.82,0.3284,27,98,125,winter,2011,Mist/Cloudy
6457,2011-10-01,4,0,10,14,0,6,0,2,0.42,0.4242,0.71,0.3582,33,147,180,winter,2011,Mist/Cloudy
6458,2011-10-01,4,0,10,15,0,6,0,2,0.42,0.4242,0.71,0.2836,41,154,195,winter,2011,Mist/Cloudy
6459,2011-10-01,4,0,10,16,0,6,0,2,0.4,0.4091,0.76,0.2985,58,165,223,winter,2011,Mist/Cloudy
6460,2011-10-01,4,0,10,17,0,6,0,3,0.4,0.4091,0.76,0.194,58,170,228,winter,2011,Light Snow/Rain
6461,2011-10-01,4,0,10,18,0,6,0,3,0.38,0.3939,0.87,0.2239,23,117,140,winter,2011,Light Snow/Rain
6462,2011-10-01,4,0,10,19,0,6,0,2,0.38,0.3939,0.82,0.194,27,99,126,winter,2011,Mist/Cloudy
6463,2011-10-01,4,0,10,20,0,6,0,3,0.36,0.3636,0.87,0.1045,8,58,66,winter,2011,Light Snow/Rain
6464,2011-10-01,4,0,10,21,0,6,0,3,0.36,0.3636,0.87,0.1045,3,53,56,winter,2011,Light Snow/Rain
6465,2011-10-01,4,0,10,22,0,6,0,2,0.36,0.3485,0.93,0.2239,12,58,70,winter,2011,Mist/Cloudy
6466,2011-10-01,4,0,10,23,0,6,0,3,0.36,0.3485,0.93,0.2239,8,57,65,winter,2011,Light Snow/Rain
6467,2011-10-02,4,0,10,0,0,0,0,3,0.36,0.3333,0.93,0.2985,4,43,47,winter,2011,Light Snow/Rain
6468,2011-10-02,4,0,10,1,0,0,0,3,0.34,0.3182,0.87,0.2537,1,23,24,winter,2011,Light Snow/Rain
6469,2011-10-02,4,0,10,2,0,0,0,3,0.34,0.303,0.87,0.2985,3,27,30,winter,2011,Light Snow/Rain
6470,2011-10-02,4,0,10,3,0,0,0,3,0.34,0.3182,0.87,0.2836,4,5,9,winter,2011,Light Snow/Rain
6471,2011-10-02,4,0,10,4,0,0,0,2,0.34,0.3182,0.87,0.2537,4,3,7,winter,2011,Mist/Cloudy
6472,2011-10-02,4,0,10,5,0,0,0,1,0.32,0.303,0.87,0.2836,0,7,7,winter,2011,Clear
6473,2011-10-02,4,0,10,6,0,0,0,1,0.32,0.3182,0.81,0.1642,2,13,15,winter,2011,Clear
6474,2011-10-02,4,0,10,7,0,0,0,1,0.34,0.3333,0.76,0.194,5,24,29,winter,2011,Clear
6475,2011-10-02,4,0,10,8,0,0,0,2,0.34,0.3333,0.76,0.194,14,50,64,winter,2011,Mist/Cloudy
6476,2011-10-02,4,0,10,9,0,0,0,1,0.36,0.3333,0.76,0.3582,19,96,115,winter,2011,Clear
6477,2011-10-02,4,0,10,10,0,0,0,2,0.36,0.3333,0.71,0.2836,60,188,248,winter,2011,Mist/Cloudy
6478,2011-10-02,4,0,10,11,0,0,0,2,0.38,0.3939,0.66,0.2537,74,218,292,winter,2011,Mist/Cloudy
6479,2011-10-02,4,0,10,12,0,0,0,2,0.4,0.4091,0.62,0.194,78,243,321,winter,2011,Mist/Cloudy
6480,2011-10-02,4,0,10,13,0,0,0,3,0.4,0.4091,0.62,0.2239,84,224,308,winter,2011,Light Snow/Rain
6481,2011-10-02,4,0,10,14,0,0,0,3,0.36,0.3485,0.81,0.1642,61,195,256,winter,2011,Light Snow/Rain
6482,2011-10-02,4,0,10,15,0,0,0,3,0.36,0.3333,0.81,0.2537,29,144,173,winter,2011,Light Snow/Rain
6483,2011-10-02,4,0,10,16,0,0,0,3,0.36,0.3485,0.87,0.194,44,162,206,winter,2011,Light Snow/Rain
6484,2011-10-02,4,0,10,17,0,0,0,3,0.36,0.3485,0.87,0.1642,32,135,167,winter,2011,Light Snow/Rain
6485,2011-10-02,4,0,10,18,0,0,0,2,0.36,0.3485,0.81,0.194,16,158,174,winter,2011,Mist/Cloudy
6486,2011-10-02,4,0,10,19,0,0,0,2,0.38,0.3939,0.76,0.1642,34,128,162,winter,2011,Mist/Cloudy
6487,2011-10-02,4,0,10,20,0,0,0,2,0.36,0.3333,0.76,0.2537,16,71,87,winter,2011,Mist/Cloudy
6488,2011-10-02,4,0,10,21,0,0,0,1,0.36,0.3485,0.71,0.2239,17,71,88,winter,2011,Clear
6489,2011-10-02,4,0,10,22,0,0,0,3,0.36,0.3636,0.81,0.0896,9,55,64,winter,2011,Light Snow/Rain
6490,2011-10-02,4,0,10,23,0,0,0,1,0.36,0.3636,0.81,0.0896,6,19,25,winter,2011,Clear
6491,2011-10-03,4,0,10,0,0,1,1,1,0.34,0.3485,0.87,0.1045,3,13,16,winter,2011,Clear
6492,2011-10-03,4,0,10,1,0,1,1,1,0.36,0.3636,0.81,0.0896,1,5,6,winter,2011,Clear
6493,2011-10-03,4,0,10,2,0,1,1,1,0.36,0.3636,0.76,0.1045,0,4,4,winter,2011,Clear
6494,2011-10-03,4,0,10,3,0,1,1,1,0.36,0.3788,0.81,0.0,1,6,7,winter,2011,Clear
6495,2011-10-03,4,0,10,4,0,1,1,1,0.34,0.3485,0.87,0.1045,2,6,8,winter,2011,Clear
6496,2011-10-03,4,0,10,5,0,1,1,2,0.36,0.3636,0.76,0.1045,4,17,21,winter,2011,Mist/Cloudy
6497,2011-10-03,4,0,10,6,0,1,1,2,0.36,0.3788,0.71,0.0,3,91,94,winter,2011,Mist/Cloudy
6498,2011-10-03,4,0,10,7,0,1,1,2,0.36,0.3485,0.71,0.1343,8,241,249,winter,2011,Mist/Cloudy
6499,2011-10-03,4,0,10,8,0,1,1,2,0.36,0.3636,0.71,0.1045,13,359,372,winter,2011,Mist/Cloudy
6500,2011-10-03,4,0,10,9,0,1,1,2,0.4,0.4091,0.66,0.0896,12,141,153,winter,2011,Mist/Cloudy
6501,2011-10-03,4,0,10,10,0,1,1,2,0.4,0.4091,0.66,0.1045,19,82,101,winter,2011,Mist/Cloudy
6502,2011-10-03,4,0,10,11,0,1,1,2,0.4,0.4091,0.71,0.2239,26,100,126,winter,2011,Mist/Cloudy
6503,2011-10-03,4,0,10,12,0,1,1,2,0.4,0.4091,0.71,0.1343,29,118,147,winter,2011,Mist/Cloudy
6504,2011-10-03,4,0,10,13,0,1,1,3,0.42,0.4242,0.67,0.1642,16,102,118,winter,2011,Light Snow/Rain
6505,2011-10-03,4,0,10,14,0,1,1,3,0.4,0.4091,0.76,0.0,26,94,120,winter,2011,Light Snow/Rain
6506,2011-10-03,4,0,10,15,0,1,1,3,0.4,0.4091,0.76,0.0,22,79,101,winter,2011,Light Snow/Rain
6507,2011-10-03,4,0,10,16,0,1,1,2,0.4,0.4091,0.76,0.1045,16,202,218,winter,2011,Mist/Cloudy
6508,2011-10-03,4,0,10,17,0,1,1,2,0.4,0.4091,0.76,0.1642,40,455,495,winter,2011,Mist/Cloudy
6509,2011-10-03,4,0,10,18,0,1,1,2,0.4,0.4091,0.76,0.1642,28,384,412,winter,2011,Mist/Cloudy
6510,2011-10-03,4,0,10,19,0,1,1,1,0.4,0.4091,0.76,0.0,15,300,315,winter,2011,Clear
6511,2011-10-03,4,0,10,20,0,1,1,3,0.4,0.4091,0.82,0.0,13,191,204,winter,2011,Light Snow/Rain
6512,2011-10-03,4,0,10,21,0,1,1,2,0.4,0.4091,0.82,0.0,10,128,138,winter,2011,Mist/Cloudy
6513,2011-10-03,4,0,10,22,0,1,1,2,0.4,0.4091,0.82,0.0,12,79,91,winter,2011,Mist/Cloudy
6514,2011-10-03,4,0,10,23,0,1,1,2,0.4,0.4091,0.82,0.1045,11,43,54,winter,2011,Mist/Cloudy
6515,2011-10-04,4,0,10,0,0,2,1,2,0.4,0.4091,0.87,0.0896,5,22,27,winter,2011,Mist/Cloudy
6516,2011-10-04,4,0,10,1,0,2,1,2,0.4,0.4091,0.87,0.1045,1,8,9,winter,2011,Mist/Cloudy
6517,2011-10-04,4,0,10,2,0,2,1,2,0.4,0.4091,0.87,0.0,1,2,3,winter,2011,Mist/Cloudy
6518,2011-10-04,4,0,10,3,0,2,1,1,0.4,0.4091,0.82,0.1045,3,3,6,winter,2011,Clear
6519,2011-10-04,4,0,10,4,0,2,1,1,0.4,0.4091,0.82,0.0896,3,4,7,winter,2011,Clear
6520,2011-10-04,4,0,10,5,0,2,1,1,0.4,0.4091,0.82,0.1343,2,25,27,winter,2011,Clear
6521,2011-10-04,4,0,10,6,0,2,1,1,0.4,0.4091,0.82,0.1045,3,109,112,winter,2011,Clear
6522,2011-10-04,4,0,10,7,0,2,1,1,0.42,0.4242,0.82,0.2836,11,298,309,winter,2011,Clear
6523,2011-10-04,4,0,10,8,0,2,1,1,0.44,0.4394,0.77,0.2239,28,372,400,winter,2011,Clear
6524,2011-10-04,4,0,10,9,0,2,1,1,0.46,0.4545,0.67,0.2537,19,168,187,winter,2011,Clear
6525,2011-10-04,4,0,10,10,0,2,1,1,0.48,0.4697,0.67,0.2836,19,107,126,winter,2011,Clear
6526,2011-10-04,4,0,10,11,0,2,1,1,0.54,0.5152,0.64,0.2836,22,102,124,winter,2011,Clear
6527,2011-10-04,4,0,10,12,0,2,1,1,0.56,0.5303,0.56,0.2985,39,160,199,winter,2011,Clear
6528,2011-10-04,4,0,10,13,0,2,1,1,0.56,0.5303,0.56,0.2985,20,153,173,winter,2011,Clear
6529,2011-10-04,4,0,10,14,0,2,1,1,0.58,0.5455,0.53,0.2537,27,156,183,winter,2011,Clear
6530,2011-10-04,4,0,10,15,0,2,1,1,0.58,0.5455,0.56,0.2836,28,166,194,winter,2011,Clear
6531,2011-10-04,4,0,10,16,0,2,1,1,0.58,0.5455,0.56,0.3284,36,273,309,winter,2011,Clear
6532,2011-10-04,4,0,10,17,0,2,1,1,0.56,0.5303,0.6,0.3881,55,530,585,winter,2011,Clear
6533,2011-10-04,4,0,10,18,0,2,1,1,0.54,0.5152,0.64,0.2836,68,456,524,winter,2011,Clear
6534,2011-10-04,4,0,10,19,0,2,1,1,0.52,0.5,0.68,0.2239,35,310,345,winter,2011,Clear
6535,2011-10-04,4,0,10,20,0,2,1,1,0.52,0.5,0.68,0.2239,25,236,261,winter,2011,Clear
6536,2011-10-04,4,0,10,21,0,2,1,1,0.5,0.4848,0.72,0.1343,22,144,166,winter,2011,Clear
6537,2011-10-04,4,0,10,22,0,2,1,1,0.5,0.4848,0.72,0.1343,8,106,114,winter,2011,Clear
6538,2011-10-04,4,0,10,23,0,2,1,1,0.48,0.4697,0.77,0.1343,6,60,66,winter,2011,Clear
6539,2011-10-05,4,0,10,0,0,3,1,1,0.48,0.4697,0.77,0.1343,7,36,43,winter,2011,Clear
6540,2011-10-05,4,0,10,1,0,3,1,1,0.48,0.4697,0.77,0.1642,4,7,11,winter,2011,Clear
6541,2011-10-05,4,0,10,2,0,3,1,1,0.46,0.4545,0.82,0.1642,1,2,3,winter,2011,Clear
6542,2011-10-05,4,0,10,3,0,3,1,1,0.46,0.4545,0.82,0.1045,1,5,6,winter,2011,Clear
6543,2011-10-05,4,0,10,4,0,3,1,1,0.44,0.4394,0.88,0.0,1,4,5,winter,2011,Clear
6544,2011-10-05,4,0,10,5,0,3,1,1,0.44,0.4394,0.82,0.1343,3,29,32,winter,2011,Clear
6545,2011-10-05,4,0,10,6,0,3,1,1,0.44,0.4394,0.82,0.1045,5,112,117,winter,2011,Clear
6546,2011-10-05,4,0,10,7,0,3,1,1,0.46,0.4545,0.77,0.1045,9,292,301,winter,2011,Clear
6547,2011-10-05,4,0,10,8,0,3,1,1,0.52,0.5,0.63,0.0,26,441,467,winter,2011,Clear
6548,2011-10-05,4,0,10,9,0,3,1,1,0.54,0.5152,0.6,0.2985,32,187,219,winter,2011,Clear
6549,2011-10-05,4,0,10,10,0,3,1,1,0.56,0.5303,0.56,0.3881,30,103,133,winter,2011,Clear
6550,2011-10-05,4,0,10,11,0,3,1,1,0.6,0.6212,0.46,0.2836,32,138,170,winter,2011,Clear
6551,2011-10-05,4,0,10,12,0,3,1,1,0.62,0.6212,0.43,0.3284,34,180,214,winter,2011,Clear
6552,2011-10-05,4,0,10,13,0,3,1,1,0.64,0.6212,0.41,0.2239,30,189,219,winter,2011,Clear
6553,2011-10-05,4,0,10,14,0,3,1,1,0.64,0.6212,0.41,0.2836,34,156,190,winter,2011,Clear
6554,2011-10-05,4,0,10,15,0,3,1,1,0.64,0.6212,0.47,0.2836,35,147,182,winter,2011,Clear
6555,2011-10-05,4,0,10,16,0,3,1,1,0.64,0.6212,0.47,0.3284,37,245,282,winter,2011,Clear
6556,2011-10-05,4,0,10,17,0,3,1,1,0.64,0.6212,0.47,0.2537,66,525,591,winter,2011,Clear
6557,2011-10-05,4,0,10,18,0,3,1,1,0.6,0.6212,0.53,0.1642,57,536,593,winter,2011,Clear
6558,2011-10-05,4,0,10,19,0,3,1,1,0.58,0.5455,0.56,0.1343,40,334,374,winter,2011,Clear
6559,2011-10-05,4,0,10,20,0,3,1,1,0.52,0.5,0.77,0.1642,18,228,246,winter,2011,Clear
6560,2011-10-05,4,0,10,21,0,3,1,1,0.5,0.4848,0.82,0.1045,28,173,201,winter,2011,Clear
6561,2011-10-05,4,0,10,22,0,3,1,1,0.52,0.5,0.72,0.0,20,134,154,winter,2011,Clear
6562,2011-10-05,4,0,10,23,0,3,1,1,0.5,0.4848,0.77,0.1045,9,64,73,winter,2011,Clear
6563,2011-10-06,4,0,10,0,0,4,1,1,0.5,0.4848,0.72,0.194,6,34,40,winter,2011,Clear
6564,2011-10-06,4,0,10,1,0,4,1,1,0.48,0.4697,0.63,0.194,5,17,22,winter,2011,Clear
6565,2011-10-06,4,0,10,2,0,4,1,1,0.46,0.4545,0.67,0.194,2,8,10,winter,2011,Clear
6566,2011-10-06,4,0,10,3,0,4,1,1,0.44,0.4394,0.67,0.2239,1,4,5,winter,2011,Clear
6567,2011-10-06,4,0,10,4,0,4,1,1,0.44,0.4394,0.62,0.2836,0,5,5,winter,2011,Clear
6568,2011-10-06,4,0,10,5,0,4,1,1,0.42,0.4242,0.62,0.194,0,24,24,winter,2011,Clear
6569,2011-10-06,4,0,10,6,0,4,1,1,0.4,0.4091,0.66,0.194,4,110,114,winter,2011,Clear
6570,2011-10-06,4,0,10,7,0,4,1,1,0.42,0.4242,0.62,0.194,15,287,302,winter,2011,Clear
6571,2011-10-06,4,0,10,8,0,4,1,1,0.44,0.4394,0.62,0.1642,20,437,457,winter,2011,Clear
6572,2011-10-06,4,0,10,9,0,4,1,1,0.46,0.4545,0.63,0.194,20,188,208,winter,2011,Clear
6573,2011-10-06,4,0,10,10,0,4,1,1,0.52,0.5,0.52,0.0,24,105,129,winter,2011,Clear
6574,2011-10-06,4,0,10,11,0,4,1,1,0.54,0.5152,0.49,0.0,29,115,144,winter,2011,Clear
6575,2011-10-06,4,0,10,12,0,4,1,1,0.56,0.5303,0.49,0.0896,46,180,226,winter,2011,Clear
6576,2011-10-06,4,0,10,13,0,4,1,1,0.56,0.5303,0.46,0.0896,33,158,191,winter,2011,Clear
6577,2011-10-06,4,0,10,14,0,4,1,1,0.58,0.5455,0.43,0.0896,56,139,195,winter,2011,Clear
6578,2011-10-06,4,0,10,15,0,4,1,1,0.58,0.5455,0.46,0.1343,62,157,219,winter,2011,Clear
6579,2011-10-06,4,0,10,16,0,4,1,1,0.58,0.5455,0.49,0.194,51,272,323,winter,2011,Clear
6580,2011-10-06,4,0,10,17,0,4,1,1,0.56,0.5303,0.52,0.1343,63,505,568,winter,2011,Clear
6581,2011-10-06,4,0,10,18,0,4,1,1,0.54,0.5152,0.64,0.0896,59,479,538,winter,2011,Clear
6582,2011-10-06,4,0,10,19,0,4,1,1,0.52,0.5,0.59,0.1045,38,305,343,winter,2011,Clear
6583,2011-10-06,4,0,10,20,0,4,1,1,0.5,0.4848,0.77,0.1045,29,231,260,winter,2011,Clear
6584,2011-10-06,4,0,10,21,0,4,1,1,0.46,0.4545,0.88,0.0896,34,161,195,winter,2011,Clear
6585,2011-10-06,4,0,10,22,0,4,1,1,0.46,0.4545,0.82,0.0,24,124,148,winter,2011,Clear
6586,2011-10-06,4,0,10,23,0,4,1,1,0.44,0.4394,0.88,0.0896,18,81,99,winter,2011,Clear
6587,2011-10-07,4,0,10,0,0,5,1,1,0.44,0.4394,0.88,0.0,19,48,67,winter,2011,Clear
6588,2011-10-07,4,0,10,1,0,5,1,1,0.44,0.4394,0.88,0.0,3,25,28,winter,2011,Clear
6589,2011-10-07,4,0,10,2,0,5,1,1,0.42,0.4242,0.88,0.0,0,5,5,winter,2011,Clear
6590,2011-10-07,4,0,10,3,0,5,1,1,0.4,0.4091,0.87,0.0,1,9,10,winter,2011,Clear
6591,2011-10-07,4,0,10,4,0,5,1,1,0.4,0.4091,0.87,0.1045,0,5,5,winter,2011,Clear
6592,2011-10-07,4,0,10,5,0,5,1,1,0.42,0.4242,0.82,0.0,3,24,27,winter,2011,Clear
6593,2011-10-07,4,0,10,6,0,5,1,1,0.42,0.4242,0.88,0.0,3,84,87,winter,2011,Clear
6594,2011-10-07,4,0,10,7,0,5,1,1,0.42,0.4242,0.94,0.0,5,237,242,winter,2011,Clear
6595,2011-10-07,4,0,10,8,0,5,1,1,0.46,0.4545,0.82,0.0,31,386,417,winter,2011,Clear
6596,2011-10-07,4,0,10,9,0,5,1,1,0.48,0.4697,0.77,0.0,34,207,241,winter,2011,Clear
6597,2011-10-07,4,0,10,10,0,5,1,1,0.52,0.5,0.68,0.0896,48,126,174,winter,2011,Clear
6598,2011-10-07,4,0,10,11,0,5,1,1,0.56,0.5303,0.63,0.0,80,150,230,winter,2011,Clear
6599,2011-10-07,4,0,10,12,0,5,1,1,0.6,0.6212,0.53,0.0,61,174,235,winter,2011,Clear
6600,2011-10-07,4,0,10,13,0,5,1,1,0.6,0.6212,0.46,0.0,95,210,305,winter,2011,Clear
6601,2011-10-07,4,0,10,14,0,5,1,1,0.62,0.6212,0.5,0.0,77,179,256,winter,2011,Clear
6602,2011-10-07,4,0,10,15,0,5,1,1,0.66,0.6212,0.41,0.0,68,202,270,winter,2011,Clear
6603,2011-10-07,4,0,10,16,0,5,1,1,0.64,0.6212,0.44,0.0,73,346,419,winter,2011,Clear
6604,2011-10-07,4,0,10,17,0,5,1,1,0.6,0.6212,0.56,0.2537,101,462,563,winter,2011,Clear
6605,2011-10-07,4,0,10,18,0,5,1,1,0.56,0.5303,0.6,0.0896,94,371,465,winter,2011,Clear
6606,2011-10-07,4,0,10,19,0,5,1,1,0.56,0.5303,0.52,0.0,51,243,294,winter,2011,Clear
6607,2011-10-07,4,0,10,20,0,5,1,1,0.54,0.5152,0.49,0.0,30,167,197,winter,2011,Clear
6608,2011-10-07,4,0,10,21,0,5,1,1,0.5,0.4848,0.68,0.0,22,144,166,winter,2011,Clear
6609,2011-10-07,4,0,10,22,0,5,1,1,0.5,0.4848,0.68,0.0,27,119,146,winter,2011,Clear
6610,2011-10-07,4,0,10,23,0,5,1,1,0.5,0.4848,0.63,0.0,23,113,136,winter,2011,Clear
6611,2011-10-08,4,0,10,0,0,6,0,1,0.48,0.4697,0.72,0.0,17,72,89,winter,2011,Clear
6612,2011-10-08,4,0,10,1,0,6,0,1,0.46,0.4545,0.82,0.0,14,51,65,winter,2011,Clear
6613,2011-10-08,4,0,10,2,0,6,0,1,0.46,0.4545,0.82,0.0,4,41,45,winter,2011,Clear
6614,2011-10-08,4,0,10,3,0,6,0,1,0.44,0.4394,0.88,0.0,4,16,20,winter,2011,Clear
6615,2011-10-08,4,0,10,4,0,6,0,1,0.42,0.4242,0.94,0.1343,3,7,10,winter,2011,Clear
6616,2011-10-08,4,0,10,5,0,6,0,1,0.42,0.4242,0.88,0.1045,1,7,8,winter,2011,Clear
